timestamp,longitude,latitude,projection_lat,projection_lon,linkPVID
1475336148.0,108.94673999999999,34.20636,34.206359773745014,108.94682657793491,251746752.0
1475336151.0,108.94673999999999,34.2066,34.20659977116602,108.94682752662169,251746752.0
1475336157.0,108.94673999999999,34.20712,34.20711976557923,108.94682958200515,251746752.0
1475336160.0,108.94673999999999,34.20738,34.207379762786346,108.94683060964337,251746752.0
1475336163.0,108.94675,34.20767,34.2076697869451,108.94683175592077,251746752.0
1475336166.0,108.94675,34.20787,34.20786978479629,108.94683254635667,251746752.0
1475336169.0,108.94675,34.20803,34.20802992021671,108.94683307085792,251746752.0
1475336172.0,108.94675,34.20817,34.208169919985025,108.94683329002531,251746752.0
1475336175.0,108.94675,34.20835,34.20834991968721,108.94683357179504,251746752.0
1475336178.0,108.94675,34.20859,34.2085899192902,108.94683394745856,251746752.0
1475336181.0,108.94676000000001,34.208859999999994,34.20885992963968,108.94683437005659,251746752.0
1475336184.0,108.94675,34.20912,34.20912099315229,108.94658323947428,258738673.0
1475336187.0,108.94675,34.209379999999996,34.209380980040734,108.94658545995523,258738673.0
1475336190.0,108.94675,34.20966,34.20966096592137,108.94658785121071,258738673.0
1475336193.0,108.94675,34.20993,34.20993095230703,108.94659015703304,258738673.0
1475336196.0,108.94668,34.21018,34.21018052702446,108.94659228850206,258738673.0
1475336199.0,108.94675,34.21045,34.21045092721546,108.94659459978523,258738673.0
1475336202.0,108.94675,34.21071,34.21071091407494,108.94659682287993,258738673.0
1475336205.0,108.94673999999999,34.21095,34.21095084292013,108.94659887443741,258738673.0
1475336208.0,108.94673999999999,34.21116,34.21116083230875,108.94660066997207,258738673.0
1475336211.0,108.94673999999999,34.21128,34.21128082624527,108.94660169598356,258738673.0
1475336214.0,108.94673999999999,34.21128,34.21128082624527,108.94660169598356,258738673.0
1475336217.0,108.94673999999999,34.21128,34.21128082624527,108.94660169598356,258738673.0
1475336220.0,108.94673999999999,34.21128,34.21128082624527,108.94660169598356,258738673.0
1475336223.0,108.94673999999999,34.21128,34.21128082624527,108.94660169598356,258738673.0
1475336226.0,108.94673999999999,34.21128,34.21128082624527,108.94660169598356,258738673.0
1475336229.0,108.94673999999999,34.21128,34.21128082624527,108.94660169598356,258738673.0
1475336232.0,108.94673999999999,34.21128,34.21128082624527,108.94660169598356,258738673.0
1475336235.0,108.94673999999999,34.21139,34.211390820687264,108.94660263648878,258738673.0
1475336238.0,108.94673999999999,34.21159,34.211627271064856,108.9467582078982,764306732.0
1475336241.0,108.94673999999999,34.21176,34.21176080521881,108.94660580286418,258738673.0
1475336244.0,108.94673999999999,34.21196,34.211960795031594,108.94660751983116,258738673.0
1475336247.0,108.94673999999999,34.21217,34.21217078433544,108.94660932262848,258738673.0
1475336253.0,108.94673999999999,34.21262,34.212620761416694,108.94661318570358,258738673.0
1475336256.0,108.94673999999999,34.21286,34.21286074919421,108.94661524597562,258738673.0
1475336259.0,108.94675,34.21311,34.2131107957197,108.94661739257543,258738673.0
1475336262.0,108.94675,34.213359999999994,34.213360782988005,108.9466195386404,258738673.0
1475336265.0,108.94675,34.2136,34.2136007707662,108.94662159883819,258738673.0
1475336268.0,108.94675,34.21385,34.21385075803579,108.94662374485192,258738673.0
1475336271.0,108.94675,34.21412,34.2141207442877,108.94662606251741,258738673.0
1475336274.0,108.94675,34.21439,34.214390730540345,108.9466283801524,258738673.0
1475336277.0,108.94675,34.21467,34.21467059255499,108.94663050217585,258738673.0
1475336280.0,108.94675,34.214929999999995,34.21493058358751,108.94663233862889,258738673.0
1475336283.0,108.94676000000001,34.21523,34.215230621995595,108.94663445791932,258738673.0
1475336286.0,108.94677,34.21552,34.21552066074731,108.9466365065394,258738673.0
1475336289.0,108.94677,34.21582,34.215820650399536,108.946638625405,258738673.0
1475336292.0,108.94677,34.21609,34.216090641087234,108.94664053234915,258738673.0
1475336295.0,108.94677,34.21634,34.21634063246527,108.9466422980086,258738673.0
1475336298.0,108.94678,34.2166,34.216599397915466,108.94689640821812,260087891.0
1475336301.0,108.94678,34.21686,34.21685938751455,108.9468983891398,260087891.0
1475336304.0,108.94678,34.21709,34.21708937831425,108.94690014146872,260087891.0
1475336307.0,108.94678,34.21731,34.21730936951445,108.94690181758764,260087891.0
1475336310.0,108.94678,34.2175,34.21749936191499,108.94690326512762,260087891.0
1475336313.0,108.94678,34.2175,34.21749936191499,108.94690326512762,260087891.0
1475336316.0,108.94678,34.21761,34.21760935751546,108.94690410316984,260087891.0
1475336319.0,108.94678,34.21761,34.21760935751546,108.94690410316984,260087891.0
1475336322.0,108.94678,34.21761,34.21760935751546,108.94690410316984,260087891.0
1475336325.0,108.94678,34.21761,34.21760935751546,108.94690410316984,260087891.0
1475336328.0,108.94678,34.21761,34.21760935751546,108.94690410316984,260087891.0
1475336331.0,108.94678,34.21761,34.21760935751546,108.94690410316984,260087891.0
1475336334.0,108.94678,34.21761,34.21760935751546,108.94690410316984,260087891.0
1475336337.0,108.94678,34.21761,34.21760935751546,108.94690410316984,260087891.0
1475336340.0,108.94678,34.21761,34.21760935751546,108.94690410316984,260087891.0
1475336343.0,108.94678,34.21761,34.21760935751546,108.94690410316984,260087891.0
1475336346.0,108.94678,34.21774,34.217739352316144,108.94690509357643,260087891.0
1475336349.0,108.94678,34.21774,34.217739352316144,108.94690509357643,260087891.0
1475336352.0,108.94678,34.21796,34.21795934351767,108.94690676963228,260087891.0
1475336355.0,108.94678,34.21796,34.21795934351767,108.94690676963228,260087891.0
