timestamp,longitude,latitude,projection_lat,projection_lon,linkPVID
1475322819.0,108.94667,34.2214,34.22139990580067,108.94668823574936,258738673.0
1475322822.0,108.94667,34.221109999999996,34.2211099195089,108.94668583535885,258738673.0
1475322825.0,108.94667,34.221109999999996,34.2211099195089,108.94668583535885,258738673.0
1475322828.0,108.94667,34.221109999999996,34.2211099195089,108.94668583535885,258738673.0
1475322831.0,108.94667,34.221109999999996,34.2211099195089,108.94668583535885,258738673.0
1475322834.0,108.94667,34.221109999999996,34.2211099195089,108.94668583535885,258738673.0
1475322837.0,108.94667,34.221109999999996,34.2211099195089,108.94668583535885,258738673.0
1475322840.0,108.94667,34.22098,34.22097992565424,108.94668475931006,258738673.0
1475322843.0,108.94667,34.22084,34.22083995997689,108.94668385837362,258738673.0
1475322846.0,108.94667,34.22068,34.22067996299202,108.94668302211176,258738673.0
1475322849.0,108.94666000000001,34.22054,34.22053992956492,108.9466822901836,258738673.0
1475322852.0,108.94666000000001,34.22044,34.2204399314491,108.94668176750645,258738673.0
1475322855.0,108.94665,34.22025,34.220249898963154,108.94668077421764,258738673.0
1475322859.0,108.94665,34.22011,34.2201099016006,108.94668004244804,258738673.0
1475322861.0,108.94665,34.21992,34.2199199051802,108.94667904931649,258738673.0
1475322864.0,108.94663999999999,34.21971,34.219709873069114,108.9466779514353,258738673.0
1475322870.0,108.94663,34.21929,34.2192898449124,108.94667575579555,258738673.0
1475322873.0,108.94663,34.21908,34.21907984886795,108.94667465803705,258738673.0
1475322879.0,108.94663,34.21865,34.21864985696829,108.94667241017721,258738673.0
1475322882.0,108.94663,34.21857,34.21856985847547,108.94667199196054,258738673.0
1475322885.0,108.94663,34.21857,34.21856985847547,108.94667199196054,258738673.0
1475322891.0,108.94663,34.21857,34.21856985847547,108.94667199196054,258738673.0
1475322894.0,108.94663,34.21857,34.21856985847547,108.94667199196054,258738673.0
1475322897.0,108.94663,34.21857,34.21856985847547,108.94667199196054,258738673.0
1475322900.0,108.94663,34.21857,34.21856985847547,108.94667199196054,258738673.0
1475322903.0,108.94663,34.21857,34.21856985847547,108.94667199196054,258738673.0
1475322906.0,108.94663,34.21857,34.21856985847547,108.94667199196054,258738673.0
1475322909.0,108.94663,34.21857,34.21856985847547,108.94667199196054,258738673.0
1475322913.0,108.94663,34.21857,34.21856985847547,108.94667199196054,258738673.0
1475322915.0,108.94663,34.21857,34.21856985847547,108.94667199196054,258738673.0
1475322922.0,108.94663,34.21857,34.21856985847547,108.94667199196054,258738673.0
1475322925.0,108.94663,34.21857,34.21856985847547,108.94667199196054,258738673.0
1475322927.0,108.94663,34.21857,34.21856985847547,108.94667199196054,258738673.0
1475322931.0,108.94663,34.21857,34.21856985847547,108.94667199196054,258738673.0
1475322934.0,108.94663,34.21857,34.21856985847547,108.94667199196054,258738673.0
1475322937.0,108.94663,34.21857,34.21856985847547,108.94667199196054,258738673.0
1475322940.0,108.94663,34.21857,34.21856985847547,108.94667199196054,258738673.0
1475322943.0,108.94663,34.21848,34.2184798601711,108.94667152146302,258738673.0
1475322946.0,108.94663,34.21848,34.2184798601711,108.94667152146302,258738673.0
1475322949.0,108.94663,34.21836,34.218358800767724,108.94666577333707,258738673.0
1475322952.0,108.94663,34.21836,34.218358800767724,108.94666577333707,258738673.0
1475322958.0,108.94663,34.2178,34.217799899799516,108.94665260407378,258738673.0
1475322961.0,108.94662,34.21753,34.21752986035672,108.94665069699512,258738673.0
1475322964.0,108.94662,34.21725,34.21724986998997,108.94664871960579,258738673.0
1475322967.0,108.94662,34.21706,34.2170598765272,108.94664737778568,258738673.0
1475322970.0,108.94662,34.21673,34.21672988788205,108.94664504721683,258738673.0
1475322973.0,108.94662,34.2164,34.216399899237885,108.94664271659859,258738673.0
1475322976.0,108.94662,34.21604,34.21603991162713,108.94664017404949,258738673.0
1475322979.0,108.94661,34.21557,34.21556987906229,108.94663685417751,258738673.0
1475322982.0,108.94661,34.2152,34.21519989179657,108.94663424086164,258738673.0
1475322985.0,108.94661,34.21498,34.21497989936887,108.94663268696868,258738673.0
1475322988.0,108.94661,34.21456,34.214559913826236,108.94662972038459,258738673.0
1475322991.0,108.94661,34.214290000000005,34.214289906197145,108.94662751465252,258738673.0
1475322999.0,108.94661,34.214059999999996,34.21405991789192,108.94662554036293,258738673.0
1475323002.0,108.9466,34.21359,34.21358988254892,108.94662150536779,258738673.0
1475323003.0,108.9466,34.21338,34.21337989322722,108.94661970269495,258738673.0
1475323010.0,108.9466,34.21338,34.21337989322722,108.94661970269495,258738673.0
1475323013.0,108.94658999999999,34.2128,34.21279986347619,108.94661472327984,258738673.0
1475323015.0,108.94658999999999,34.212579999999996,34.2125798746637,108.94661283469229,258738673.0
1475323020.0,108.94658999999999,34.21235,34.212349886360286,108.94661086023822,258738673.0
1475323021.0,108.94658000000001,34.21212,34.21211983880895,108.94660888525335,258738673.0
1475323024.0,108.94658000000001,34.21195,34.211949847454186,108.94660742584364,258738673.0
1475323027.0,108.94658000000001,34.21183,34.2116789545887,108.94657961653076,235260925.0
1475323030.0,108.94658000000001,34.211729999999996,34.211678954144446,108.94657987023331,235260925.0
1475323033.0,108.94658000000001,34.21162,34.21161986481901,108.94660459490973,258738673.0
1475323036.0,108.94658000000001,34.211220000000004,34.21121988499765,108.94660117490446,258738673.0
1475323039.0,108.94658999999999,34.21094,34.21093995813645,108.94659878136551,258738673.0
1475323042.0,108.9466,34.2107,34.21070002926109,108.94659672980663,258738673.0
1475323045.0,108.94661,34.21048,34.21048009938012,108.94659484923193,258738673.0
